"Index","Artist","Title","Mood"
"ML1086","Ella Fitzgerald","Remember","relaxed"
"ML1087","The Stooges","Search and Destroy","angry"
"ML1088","Boards of Canada","Aquarius","relaxed"
"ML1089","Metallica","Phantom Lord","angry"
"ML1090","Doug Stone","I'd Be Better Off (In A Pine Box)","sad"
"ML1091","Flobots","Handlebars","angry"
"ML1092","Hatebreed","I Will Be Heard","angry"
"ML1093","Samuel E. Wright","Under The Sea","happy"
"ML1094","Susanna and the Magical Orchestra","Jolene","relaxed"
"ML1095","Lard","The Power of Lard","angry"
"ML1096","iLiKETRAiNS","Terra Nova","sad"
"ML1097","They Might Be Giants","Birdhouse In Your Soul","happy"
"ML1098","Wu-Tang Clan","Wu-Tang Clan Ain't Nuthing Ta F' Wit","angry"
"ML1099","Friendly Fires","Lovesick","happy"
"ML1100","Burzum","Jesus' Tod","angry"
"ML1101","Rage Against the Machine","Know Your Enemy","angry"
"ML1102","Tunng","Man in the box","relaxed"
"ML1103","Oceansize","Savant","sad"
"ML1104","Machine Head","American High","angry"
"ML1105","Otep","T.R.I.C.","angry"
"ML1106","Pat Monahan","Her Eyes","happy"
"ML1107","Hayley Westenra","Let Me Lie","relaxed"
"ML1108","Wesley Willis","I Wupped Batman's Ass","happy"
"ML1109","Marilyn Manson","Burning Flag","angry"
"ML1110","Kings Of Convenience","Know-How","relaxed"
"ML1111","Enya","OÃƒÂ­che ChiÃƒÂºin (Silent Night)","relaxed"
"ML1112","Bruce Springsteen","Pay Me My Money Down","happy"
"ML1113","Jessica Simpson","Sweetest Sin","happy"
"ML1114","The Dillinger Escape Plan","We Are the Storm","angry"
"ML1115","Bikini Kill","Suck My Left One","angry"
"ML1116","Lunatica","Out!","angry"
"ML1117","Japan","Obscure Alternatives","sad"
"ML1118","Sophie Milman","Back Home To Me","relaxed"
"ML1119","Selig","Ohne dich","sad"
"ML1120","Eighteen Visions","The Sweetest Memory","sad"
"ML1121","Queen","Mother Love","sad"
"ML1122","Seether","Fake It","angry"
"ML1123","Tenacious D","Car Chase City","happy"
"ML1124","Thievery Corporation","Amerimacka ","relaxed"
"ML1125","Remi Nicole","Dates From Hell","happy"
"ML1126","Richard Thompson","Sibella","sad"
"ML1127","At The Drive-In","Proxima Centauri","angry"
"ML1128","Nick Cave and the Bad Seeds","Where Do We Go Now But Nowhere","sad"
"ML1129","Sham 69","If The Kids Are United","angry"
"ML1130","Lit","Miserable","sad"
"ML1131","Azam Ali","From Heaven to Dust","relaxed"
"ML1132","Arab Strap","New Birds","sad"
"ML1133","Survivor","Eye of the Tiger","angry"
"ML1134","Nirvana","Tourette's","angry"
"ML1135","Rage Against the Machine","Bombtrack","angry"
"ML1136","Jack Johnson","Fortunate Fool","relaxed"
"ML1137","Nick Cave and the Bad Seeds","Far From Me","sad"
"ML1138","Kim Carnes","Bette Davis Eyes (Acoustic Version)","relaxed"
"ML1139","The Innocence Mission","Small Planes","sad"
"ML1140","Frank Sinatra","Don't Worry 'Bout Me","relaxed"
"ML1141","The Pussycat Dolls","Buttons","happy"
"ML1142","Jay Brannan","Half-Boyfriend","sad"
"ML1143","The Dillinger Escape Plan","The Mullet Burden","angry"
"ML1144","Atari Teenage Riot","Revolution Action","angry"
"ML1145","Jonathan Coulton","Ikea","happy"
"ML1146","Lipps, Inc.","Funkytown","happy"
"ML1147","Nick Cave and the Bad Seeds","Hallelujah","sad"
"ML1148","Nevermore","I Am The Dog","angry"
"ML1149","The Eames Era","Could Be Anything","happy"
"ML1150","Baccara","Yes Sir, I Can Boogie","happy"
"ML1151","Trading Yesterday","One Day","relaxed"
"ML1152","Judas Priest","Breaking the Law","angry"
"ML1153","Godsmack","Straight Out of Line","angry"
"ML1154","Stevie Wonder","Ngiculela-Es Una Historia-I Am Singing","relaxed"
"ML1155","Matt Wertz","Lonely Tonight","relaxed"
"ML1156","Oasis","I'm Outta Time","sad"
"ML1157","Silverchair","Trash","angry"
"ML1158","Ice-T","O.G. Original Gangster","angry"
"ML1159","Yanni","Nostalgia","relaxed"
"ML1160","D'Angelo","Africa","relaxed"
"ML1161","Boz Scaggs","Jojo","relaxed"
"ML1162","Mark Lanegan","Kingdoms Of Rain","sad"
"ML1163","Jason Mraz","Unfold (Eagles Ballroom Live Version)","relaxed"
"ML1164","Dark Sanctuary","La chute de l'ange","sad"
"ML1165","Bullet For My Valentine","Scream Aim Fire","angry"
"ML1166","Lonnie Donegan","My Old Man's A Dustman","happy"
"ML1167","The Decemberists","The Hazards of Love 4 (The Drowned)","sad"
"ML1168","The Replacements","All Shook Down","relaxed"
"ML1169","Balligomingo","Escape","relaxed"
"ML1170","Alela Diane","The Rifle","relaxed"
"ML1171","Sade","Hang On To Your Love","relaxed"
"ML1172","Duran Duran","Hungry Like The Wolf","happy"
"ML1173","Morrissey","Let Me Kiss You","sad"
"ML1174","Art Brut","My Little Brother","happy"
"ML1175","Village People","Macho Man","happy"
"ML1176","Ella Fitzgerald","Let Yourself Go","relaxed"
"ML1177","The Byrds","Wasn't Born To Follow","happy"
"ML1178","ElectroVamp","Drinks Taste Better When They're Free","happy"
"ML1179","Theatre of Tragedy","Bacchante","sad"
"ML1180","The Puppini Sisters","We Have All The Time In The World","happy"
"ML1181","The Emotions","Flowers","relaxed"
"ML1182","Darren Hayes","Unlovable","sad"
"ML1183","Busted","Year 3000","happy"
"ML1184","Magnolia Electric Co.","Hard to Love a Man","sad"
"ML1185","Nine Inch Nails","Wish","angry"
"ML1186","Converge","Drop Out","angry"
"ML1187","Yardbirds","I'm a Man","angry"
"ML1188","Teddy Geiger","Gentlemen","relaxed"
"ML1189","Emery","Fractions","sad"
"ML1190","DMX","Ruff Ryders' Anthem","angry"
"ML1191","Celtic Woman","The Prayer","relaxed"
"ML1192","Ramones","Do You Remember Rock 'N' Roll Radio?","happy"
"ML1193","The Cure","Us Or Them","angry"
"ML1194","Guns N Roses","Paradise City","angry"
"ML1195","Alejandro Sanz","No es lo mismo","happy"
"ML1196","System of a Down","Prison Song","angry"
"ML1197","Ozzy Osbourne","Gets Me Through","angry"
"ML1198","Lene Marlin","When You Were Around","relaxed"
"ML1199","Joshua Radin","No Envy, No Fear","relaxed"
"ML1200","Los Pericos","Pupilas Lejanas","relaxed"
"ML1201","Strokes","Hard to Explain","angry"
"ML1202","Deerhoof","O'Malley, Former Underdog","happy"
"ML1203","Powderfinger","My Kind Of Scene","relaxed"
"ML1204","Vio-Lence","Serial Killer","angry"
"ML1205","Kenny Chesney","She Thinks My Tractor's Sexy","happy"
"ML1206","Silverchair","Spawn Again","angry"
"ML1207","Sepultura","Dead Embryonic Cells","angry"
"ML1208","Steely Dan","Only A Fool Would Say That","relaxed"
"ML1209","IVY","I Think Of You","relaxed"
"ML1210","Black Sabbath","Lonely Is The Word","sad"
"ML1211","The Rakes","We Are All Animals","happy"
"ML1212","Nice & Smooth","Sometimes I Rhyme Slow","relaxed"
"ML1213","Korn","Dead Bodies Everywhere","angry"
"ML1214","Patty Griffin","Heavenly Day","relaxed"
"ML1215","U2","MLK","sad"
"ML1216","Peter Tosh","Legalize It","relaxed"
"ML1217","Serge Gainsbourg","Comic Strip","happy"
"ML1218","Isis","So Did We","sad"
"ML1219","Godsmack","Cryin' Like a Bitch","angry"
"ML1220","Edyta GÃƒÂ³rniak","Soul Boy","relaxed"
"ML1221","Nicki French","Total Eclipse Of The Heart","happy"
"ML1222","Ben Folds Five","For Those Of Ya'll Who Wear Fannie Packs","happy"
"ML1223","The Wiseguys","Ooh La La","happy"
"ML1224","Nerf Herder","Welcome To My World","happy"
"ML1225","Saosin","It's So Simple","angry"
"ML1226","Lisa Stansfield","Soul Deep","relaxed"
"ML1227","Ricky Martin","She Bangs","happy"
"ML1228","Suicide","Frankie Teardrop","angry"
"ML1229","The Contours","Do You Love Me","happy"
"ML1230","Nightmares On Wax","Flip Ya Lid","relaxed"
"ML1231","Nine Inch Nails","Burn","angry"
"ML1232","Ziggy Marley","Melancholy Mood","relaxed"
"ML1233","Lil' Kim","Magic Stick ","happy"
"ML1234","Enya","A Moment Lost","relaxed"
"ML1235","Firefall","Strange Way","relaxed"
"ML1236","Bob Rivers","Who Put the Stump?","happy"
"ML1237","Rage Against the Machine","Maggie's Farm","angry"
"ML1238","Take 6","More Than Ever","relaxed"
"ML1239","Nappy Roots","Good Day","happy"
"ML1240","Abra Moore","On the Way","relaxed"
"ML1241","Diamond Head","Am I Evil?","angry"
"ML1242","Ella Fitzgerald","In A Mellow Tone","relaxed"
"ML1243","Rage Against the Machine","Without a Face","angry"
"ML1244","Celtic Woman","Away In A Manger","relaxed"
"ML1245","Tristania","Deadlands","sad"
"ML1246","Cavalera Conspiracy","Hearts of Darkness","angry"
"ML1247","Foo Fighters","Wattershed","angry"
"ML1248","Godsmack","I Fucking Hate You","angry"
"ML1249","Joni Mitchell","Shine","relaxed"
"ML1250","Simply Red","Ev'ry Time We Say Goodbye","sad"
"ML1251","The Cure","Three Imaginary Boys","sad"
"ML1252","Judas Priest","Angel","sad"
"ML1253","Jill Scott","Show Me","relaxed"
"ML1254","Zeromancer","Doctor Online","angry"
"ML1255","Pixies","Something Against You","angry"
"ML1256","Devo","Whip It","happy"
"ML1257","Killswitch Engage","Reckoning","angry"
"ML1258","The Waterboys","Red Army Blues","sad"
"ML1259","Headstones","Fuck you","angry"
"ML1260","Black Sabbath","War Pigs","angry"
"ML1261","At the Gates","Slaughter Of The Soul","angry"
"ML1262","The Proclaimers","Letter From America","relaxed"
"ML1263","""Weird Al"" Yankovic","Cable TV","happy"
"ML1264","blink-182","Aliens Exist","happy"
"ML1265","Demon Hunter","Deteriorate","sad"
"ML1266","Jennifer Lopez","Jenny From the Block","happy"
"ML1267","OK Go","This Will Be Our Year","happy"
"ML1268","Rollins Band","Hotter And Hotter","angry"
"ML1269","The Pipettes","Your Kisses Are Wasted On Me","happy"
"ML1270","VIRGIN BLACK","Velvet Tongue","sad"
"ML1271","Luther Vandross","Promise Me","relaxed"
"ML1272","Anberlin","The Runaways","angry"
"ML1273","Tom ZÃƒÂ©","A Felicidade","relaxed"
"ML1274","Hole","Reasons To Be Beautiful","sad"
"ML1275","HIM","Heartache Every Moment","sad"
"ML1276","Opeth","Blackwater Park","sad"
"ML1277","Sondre Lerche","Side Two","relaxed"
"ML1278","Morrissey","There's A Place In Hell For Me And My Friends","sad"
"ML1279","At The Drive-In","Chanbara","angry"
"ML1280","Aerosmith","Dude (Looks Like A Lady)","happy"
"ML1281","Rammstein","Wo bist du","sad"
"ML1282","Weezer","Good Life","angry"
"ML1283","Mark Hollis","The Colour Of Spring","sad"
"ML1284","Slayer","Crypts of Eternity","angry"
"ML1285","Jon & Vangelis","I Hear You Now","relaxed"
"ML1286","BeyoncÃƒÂ©","Crazy In Love","happy"
"ML1287","Quiet Riot","Bang Your Head (Metal Health)","angry"
"ML1288","Rage Against the Machine","Pistol Grip Pump","angry"
"ML1289","Delerium","Fallen Icons","relaxed"
"ML1290","Donald Fagen","H Gang","relaxed"
"ML1291","The Stooges","1970 (Take 3)","angry"
"ML1292","Yo La Tengo","Big Day Coming","relaxed"
"ML1293","Celtic Woman","The Blessing","relaxed"
"ML1294","Johnny Paycheck","Take This Job and Shove It","happy"
"ML1295","Faith No More","Epic","angry"
"ML1296","Blu Cantrell","Don't Wanna Say Goodbye","sad"
"ML1297","Jesus & Mary Chain","Blues from a Gun","angry"
"ML1298","The Jets","Make It Real","sad"
"ML1299","The Cure","Out Of This World","sad"
"ML1300","Psapp","The Words","happy"
"ML1301","Cansei de Ser Sexy","Move","happy"
"ML1302","Seu Jorge","Rebel Rebel","relaxed"
"ML1303","Flight of the Conchords","Inner City Pressure","happy"
"ML1304","Air","The Vagabond","relaxed"
"ML1305","Reel Big Fish","Your Guts (I Hate 'Em)","angry"
"ML1306","Limp Bizkit","The Story","angry"
"ML1307","HÃƒÂ¼sker DÃƒÂ¼","Hardly Getting Over It","sad"
"ML1308","Willie Nelson","Sad Songs And Waltzes","sad"
"ML1309","Split Enz","I Got You","angry"
"ML1310","Don Omar","Salio El Sol","happy"
"ML1311","Norah Jones","The Long Way Home","relaxed"
"ML1312","At The Drive-In","Cosmonaut","angry"
"ML1313","Augie March","There Is No Such Place","relaxed"
"ML1314","Yeah Yeah Yeahs","Black Tongue","happy"
"ML1315","Hatebreed","A Call For Blood","angry"
"ML1316","Cursive","Art Is Hard","angry"
"ML1317","The String Cheese Incident","Sometimes a River","relaxed"
"ML1318","Lisa Ekdahl","Only You","relaxed"
"ML1319","Athlete","Flying Over Bus Stops","relaxed"
"ML1320","Duke Ellington","Satin Doll","relaxed"
"ML1321","Anthrax","C11 H17 N2 O2 S Na","angry"
"ML1322","Rick Braun","Walk On The Wild Side","relaxed"
"ML1323","Children of Bodom","Downfall","angry"
"ML1324","N.W.A","Fuck tha Police","angry"
"ML1325","Ministry","Wrong","angry"
"ML1326","Alice Cooper","Halo of Flies","angry"
"ML1327","Apostle of Hustle","Animal Fat","relaxed"
"ML1328","Blue October","Razorblade","angry"
"ML1329","Black Flag","Room 13","angry"
"ML1330","M. Ward","For Beginners","relaxed"
"ML1331","Valley of the Giants","Bala Bay Inn","relaxed"
"ML1332","Sleeping at Last","Hurry","relaxed"
"ML1333","Janina","Nachts um halb drei","happy"
"ML1334","Antony and the Johnsons","Free at Last","sad"
"ML1335","Neil Young","I've Loved Her So Long","sad"
"ML1336","Kool & The Gang","Summer Madness","relaxed"
"ML1337","Animal Collective","Who Could Win a Rabbit","happy"
"ML1338","Question Mark & The Mysterians","96 Tears","angry"
"ML1339","Elvis Presley","In The Ghetto","sad"
"ML1340","Fabrizio De AndrÃƒÂ©","Preghiera In Gennaio","sad"
"ML1341","JoÃƒÂ£o Gilberto","Samba Da Minha Terra","relaxed"
"ML1342","The Ronettes","Sleigh Ride","happy"
"ML1343","Rick James","Super Freak","happy"
"ML1344","Laurie Anderson","Speak My Language","sad"
"ML1345","Keri Noble","Bartender","sad"
"ML1346","Jessica Simpson","A Public Affair","happy"
"ML1347","The Pierces","Turn on Billie","relaxed"
"ML1348","Madness","Shut Up","happy"
"ML1349","Miles Davis","Summertime","relaxed"
"ML1350","Bikini Kill","DemiRep","angry"
"ML1351","Bronco","Que Te Han Visto Llorar","sad"
"ML1352","Anthrax","Anti-Social","angry"
"ML1353","Kasia Kowalska","Bezpowrotnie","sad"
"ML1354","Kanye West","Through The Wire","happy"
"ML1355","Birthday Party","Dead Joe","angry"
"ML1356","Papas Fritas","Way You Walk","happy"
"ML1357","Emily Jane White","The Demon","sad"
"ML1358","Megadeth","Promises","angry"
"ML1359","The Stone Roses","(Song For My) Sugar Spun Sister","relaxed"
"ML1360","Mastodon","Hearts Alive","angry"
"ML1361","Deep Forest","Forest Hymn","relaxed"
"ML1362","Siouxsie and the Banshees","Regal Zone","angry"
"ML1363","DMX","Ready To Meet Him","sad"
"ML1364","Swallow The Sun","The Justice of Suffering","sad"
"ML1365","Skinny Puppy","Candle","sad"
"ML1366","Glashaus","Was immer jetzt geschieht","sad"
"ML1367","Tenacious D","Kyle Quit The Band","happy"
"ML1368","The Cooper Temple Clause","Take Comfort","relaxed"
"ML1369","Cure","Killing an Arab","angry"
"ML1370","Laura Fygi","Dream A Little Dream","relaxed"
"ML1371","Bullet For My Valentine","The Poison","angry"
"ML1372","Simon & Garfunkel","Patterns","relaxed"
"ML1373","Martina Topley-Bird","Ragga","happy"
"ML1374","Nick Cave and the Bad Seeds","Lovely Creature","sad"
"ML1375","Wu-Tang Clan","Impossible","sad"
"ML1376","Maanam","WyjÃ„Â…tkowo zimny maj","sad"
"ML1377","Good Shoes","The Photos On My Wall","happy"
"ML1378","Lamb of God","Walk with Me in Hell","angry"
"ML1379","The Brian Setzer Orchestra","Since I Don't Have You","sad"
"ML1380","Jenny Owen Youngs","Keys Out Lights On","relaxed"
"ML1381","Kosheen","Under Fire","sad"
"ML1382","Ella Fitzgerald","I Get A Kick Out Of You","relaxed"
"ML1383","Marilyn Manson","Born Again","angry"
"ML1384","Isis","In Fiction","sad"
"ML1385","Sophie Zelmani","I'd Be Broken","relaxed"
"ML1386","50 Cent","Ski Mask Way","angry"
"ML1387","N.W.A","Gangsta Gangsta","angry"
"ML1388","My Dying Bride","Grace Unhearing","sad"
"ML1389","Portishead","Magic Doors","sad"
"ML1390","Ice Cube","How to Survive in South Central","angry"
"ML1391","Ricky Martin","La Bomba","happy"
"ML1392","Von Hertzen Brothers","Another worthless day","sad"
"ML1393","Bone Thugs-N-Harmony","Weed Song","relaxed"
"ML1394","Cat Power","The Coat Is Always On","sad"
"ML1395","Ben Lee","Whatever It Is","relaxed"
"ML1396","Patrick Wolf","To the Lighthouse","sad"
"ML1397","Anthrax","A.I.R.","angry"
"ML1398","Jill Scott","Whenever You're Around","relaxed"
"ML1399","SinÃƒÂ©ad O'Connor","I Do Not Want What I Haven't Got","relaxed"
"ML1400","Matthews' Southern Comfort","Woodstock","relaxed"
"ML1401","Celtic Woman","Beyond The Sea","relaxed"
"ML1402","The Asteroids Galaxy Tour","Around The Bend","happy"
"ML1403","Queens Of The Stone Age","Six Shooter","angry"
"ML1404","Meryl Streep","The Winner Takes It All","sad"
"ML1405","Concrete Blonde","Everybody Knows","sad"
"ML1406","G. Love & Special Sauce","Relax","relaxed"
"ML1407","Noisettes","The Count Of Monte Christo","happy"
"ML1408","Jamie O'Neal","All By Myself","sad"
"ML1409","The Hoosiers","Worst Case Scenario","happy"
"ML1410","Yo La Tengo","Black Flowers","relaxed"
"ML1411","Kelly Clarkson","Don't Let Me Stop You","angry"
"ML1412","Katatonia","Don't Tell A Soul","sad"
"ML1413","Cobra Starship","It's Warmer In The Basement","happy"
"ML1414","The Cure","Why Can't I Be You?","happy"
"ML1415","Dianne Reeves","One For My Baby","relaxed"
"ML1416","The Doors","Celebration of the Lizard","angry"
"ML1417","Red House Painters","Medicine Bottle","sad"
"ML1418","The Magnetic Fields","The Luckiest Guy On The Lower East Side","happy"
"ML1419","Dexys Midnight Runners","Come On Eileen","happy"
"ML1420","The Duke Spirit","Love Is An Unfamiliar Name","happy"
"ML1421","Au Revoir Simone","I Couldn't Sleep","relaxed"
"ML1422","October Tide","Losing Tomorrow","sad"
"ML1423","Alesana","Apology","sad"
"ML1424","KMFDM","Don't Blow Your Top","angry"
"ML1425","Pulp","Blue Glow","sad"
"ML1426","Jonas Brothers","Shelf","happy"
"ML1427","Cara Dillon","Blue Mountain River","relaxed"
"ML1428","Evanescence","Haunted","sad"
"ML1429","Interpol","The Scale","sad"
"ML1430","Celtic Woman","The Sky And The Dawn And The Sun","relaxed"
"ML1431","Juanes","La Camisa Negra","happy"
"ML1432","The Cooper Temple Clause","Talking To A Brick Wall","sad"
"ML1433","Moya Brennan","Change My World","relaxed"
"ML1434","The Ohio Players","I Want To Be Free","relaxed"
"ML1435","Mis-Teeq","Scandalous","happy"
"ML1436","Tamia","You Put A Move On My Heart","relaxed"
"ML1437","Shakedown","At Night","happy"
"ML1438","Steely Dan","Your Gold Teeth II","relaxed"
"ML1439","Lykke Li","Sadness Is A Blessing","sad"
"ML1440","Kiss","Black Diamond","happy"
"ML1441","Hanne Hukkelberg","Balloon","relaxed"
"ML1442","Sex Pistols","No Fun","angry"
"ML1443","Judy Garland","I'm Nobody's Baby","sad"
"ML1444","BeyoncÃƒÂ©","Listen","sad"
"ML1445","Unbelievable Truth","Dune Sea","sad"
"ML1446","Madredeus","O ParaÃƒÂ­so","relaxed"
"ML1447","Jonathan Coulton","You Ruined Everything","happy"
"ML1448","Badly Drawn Boy","This Song","relaxed"
"ML1449","Rage Against the Machine","No Shelter","angry"
"ML1450","Marla Hansen","Shuffle Your Feet","relaxed"
"ML1451","Sophie Zelmani","Fire","sad"
"ML1452","Janis Joplin","Get It While You Can","relaxed"
"ML1453","Pere Ubu","30 Seconds Over Tokyo","angry"
"ML1454","Eftos","Hyaluron","angry"
"ML1455","Kool Keith","Tess Shit","angry"
"ML1456","Blur",1992,"sad"
"ML1457","Zombie Girl","Creepy Crawler","angry"
"ML1458","Casiotone for the Painfully Alone","Don't They Have Payphones Wherever You Were Last Night","sad"
"ML1459","of Montreal","Your Magic Is Working","happy"
"ML1460","DIR EN GREY","Merciless Cult","angry"
"ML1461","Mayer Hawthorne","A Strange Arrangement","relaxed"
"ML1462","Destroyer","Foam Hands","sad"
"ML1463","The Sisters Of Mercy","Doctor Jeep","sad"
"ML1464","Thirteen Senses","Undivided","sad"
"ML1465","Sambassadeur","Ice & Snow","relaxed"
"ML1466","Slipknot","Pulse of the Maggots","angry"
"ML1467","Gwen Stefani","Rich Girl","happy"
"ML1468","Carnifex","Sadistic Embrace","angry"
"ML1469","Slayer","Here Comes the Pain","angry"
"ML1470","Rihanna","SOS","happy"
"ML1471","The Isley Brothers","Hello It's Me","relaxed"
"ML1472","The Innocence Mission","Walking Around","relaxed"
"ML1473","Clap Your Hands Say Yeah","Upon This Tidal Wave of Young Blood","happy"
"ML1474","Michelle Williams","We Break The Dawn","happy"
"ML1475","Scandinavian Music Group","Ilman sinua olen lyijyÃƒÂ¤","sad"
"ML1476","M83","She Stands Up","relaxed"
"ML1477","The Ruts","Babylon's Burning","angry"
"ML1478","Pere Ubu","Modern Dance","angry"
"ML1479","Whiskeytown","Easy Hearts","relaxed"
"ML1480","Megadeth","Train of Consequences","angry"
"ML1481","Anathema","Fragile Dreams","sad"
"ML1482","Matt Dusk","Always","relaxed"
"ML1483","Remy Shand","Burning Bridges","relaxed"
"ML1484","Muse","Hyper Music","angry"
"ML1485","Detonautas Roque Clube","VocÃƒÂª Me Faz TÃƒÂ£o Bem","sad"
"ML1486","We Are Scientists","What's The Word","angry"
"ML1487","Slightly Stoopid","Wiseman","relaxed"
"ML1488","Anaal Nathrakh","The Destroying Angel","angry"
"ML1489","Union of Knives","Evil Has Never","sad"
"ML1490","Imogen Heap","Spooky","relaxed"
"ML1491","Blue Oyster Cult","Godzilla","angry"
"ML1492","Blur","It Could Be You","happy"
"ML1493","Diamanda GalÃƒÂ¡s","Free Among the Dead","angry"
"ML1494","Leonard Cohen","Teachers","sad"
"ML1495","Tim Buckley","No Man Can Find The War","sad"
"ML1496","Harry Belafonte","Jump in the Line","happy"
"ML1497","Bad Company","Bad Company","sad"
"ML1498","Jamie Lidell","Multiply","happy"
"ML1499","Cat Power","Cross Bones Style","angry"
"ML1500","Slayer","Darkness of Christ","angry"
"ML1501","Papa Roach","Dead Cell","angry"
"ML1502","The Pierces","Lights On","happy"
"ML1503","Ween","Boys Club","happy"
"ML1504","Talk Talk","I Don't Believe in You","sad"
"ML1505","The Cinematic Orchestra","Burn Out","relaxed"
"ML1506","Dope","Pig Society","angry"
"ML1507","Stina Nordenstam","The End of a Love Affair","sad"
"ML1508","Woven Hand","Story and Pictures","sad"
"ML1509","Queens Of The Stone Age","Feel Good Hit Of The Summer","happy"
"ML1510","Pnau","Embrace","happy"
"ML1511","Maps","Glory Verse","relaxed"
"ML1512","Flowing Tears","Portsall (Departure Song)","sad"
"ML1513","Louis Armstrong","Nobody Knows The Trouble I've Seen","sad"
"ML1514","Old Crow Medicine Show","Down Home Girl","happy"
"ML1515","Donald Fagen","Walk Between Raindrops","relaxed"
"ML1516","Al Martino","VOLARE","happy"
"ML1517","Pat Boone","Speedy Gonzales","happy"
"ML1518","Inner City","Big Fun","happy"
"ML1519","Black Sabbath","The Writ","angry"
"ML1520","Groove Armada","But I Feel Good","happy"
"ML1521","Billy Talent","Pins and Needles","sad"
"ML1522","Megadeth","Crush 'Em","angry"
"ML1523","Girls Aloud","Whole Lotta History","sad"
"ML1524","Blink 182","Adam's Song","angry"
"ML1525","Yelle","Mal Poli","happy"
"ML1526","Shearwater","You're the Coliseum","relaxed"
"ML1527","Lloyd Cole And The Commotions","Are You Ready To Be Heartbroken?","sad"
"ML1528","Miley Cyrus","Breakout","happy"
"ML1529","Opeth","The Baying of the Hounds","sad"
"ML1530","DMX","What's My Name?","angry"
"ML1531","Chris Garneau","Things She Said","sad"
"ML1532","My Dying Bride","The Light at the End of the World","sad"
"ML1533","Baccara","Sorry, I'm A Lady","happy"
"ML1534","Panzer AG","Filth God","angry"
"ML1535","Green Day","Platypus","angry"
"ML1536","Boyzone","Baby Can I Hold You","relaxed"
"ML1537","Howard Jones","Life In One Day","happy"
"ML1538","Mindy Smith","Falling","relaxed"
"ML1539","Shenandoah","Ghost In This House","sad"
"ML1540","The Gathering","Golden Grounds","sad"
"ML1541","Anouk","For Bitter Or Worse","sad"
"ML1542","The Smashing Pumpkins","Rotten Apples","sad"
"ML1543","The Good Life","Heartbroke","sad"
"ML1544","Jack Johnson","The Horizon Has Been Defeated","relaxed"
"ML1545","The Smiths","This Night Has Opened My Eyes","sad"
"ML1546","Idlewild","Love Steals Us From Loneliness","sad"
"ML1547","Delta Goodrem","You Will Only Break My Heart","happy"
"ML1548","Metallica","Last Caress/Green Hell","angry"
"ML1549","Korn","Right Now","angry"
"ML1550","Morphine","Murder For The Money","sad"
"ML1551","Neurosis","To the Wind","sad"
"ML1552","Free","All Right Now","happy"
"ML1553","The Beatles","Please Please Me","happy"
"ML1554","50 Cent","In Da Club","happy"
"ML1555","Trevor Hall","Other Ways","relaxed"
"ML1556","Sharon Van Etten","Don't Do It","sad"
"ML1557","Slipknot","Wait and Bleed","angry"
"ML1558","Alesana","Congratulations, I hate you","angry"
"ML1559","Husky Rescue","Diamonds in the Sky","relaxed"
"ML1560","The Fall","Middle Class Revolt","angry"
"ML1561","Dope","Die Motherfucker Die","angry"
"ML1562","All Time Low","Poppin' Champagne","happy"
"ML1563","Megadeth","Black Curtains","angry"
"ML1564","PJ Harvey","Snake","angry"
"ML1565","Megadeth","Mastermind","angry"
"ML1566","The Band","The Night They Drove Old Dixie Down (alternate mix)","sad"
"ML1567","Turisas","Sahti-Waari","happy"
"ML1568","My Morning Jacket","Xmas Curtain","relaxed"
"ML1569","Terence Trent D'arby","Delicate","relaxed"
"ML1570","Wesley Willis","Oil Express","happy"
"ML1571","Boney James","In The Rain ","relaxed"
"ML1572","Krokus","Screaming in the Night","angry"
"ML1573","The Black Ghosts","Full Moon","relaxed"
"ML1574","Incubus","Megalomaniac","angry"
"ML1575","Antimatter","God Is Coming","sad"
"ML1576","Carbon Leaf","Changeless","relaxed"
"ML1577","Pato Fu","30.000 PÃƒÂ©s","relaxed"
"ML1578","Remy Shand","Take A Message","relaxed"
"ML1579","Hawk Nelson","Everything You Ever Wanted","sad"
"ML1580","The Jackson 5","The Love You Save","happy"
"ML1581","My Dying Bride","Into the Lake of Ghosts","sad"
"ML1582","Little Brother","Nighttime Maneuvers","relaxed"
"ML1583","Dashboard Confessional","The Shade Of Poison Trees","sad"
"ML1584","BÃƒÂ¶hse Onkelz","Bin ich nur glÃƒÂ¼cklich, wenn es schmerzt","sad"
"ML1585","Enigma","Return to Innocence","relaxed"
"ML1586","Dr. Hook","Sylvia's Mother","sad"
"ML1587","Eminem","Soldier","angry"
"ML1588","Today Is The Day","Temple of the Morning Star","sad"
"ML1589","Blondie","One Way Or Another","happy"
"ML1590","Beck","Modern Guilt","relaxed"
"ML1591","Moxy FrÃƒÂ¼vous","I Love My Boss","happy"
"ML1592","Michael Jackson","Someone Put Your Hand Out","relaxed"
"ML1593","Pete and the Pirates","Mr Understanding","happy"
"ML1594","Slayer","Flesh Storm","angry"
"ML1595","Limp Bizkit","Nookie","angry"
"ML1596","Copeland","The Grey Man","relaxed"
"ML1597","Donald Fagen","Mary Shut The Garden Door","relaxed"
"ML1598","Lisa Hannigan","Pistachio","relaxed"
"ML1599","Cars Can Be Blue","Dirty Song","happy"
"ML1600","Grace Jones","I'm Crying (Mother's Tears)","sad"
"ML1601","Cajun Dance Party","Amylase","happy"
